,QikProp_.stars,QikProp_.amine,QikProp_.acid,QikProp_.rotor,QikProp_.rctvFG,QikProp_CNS,QikProp_MW,QikProp_dipole,QikProp_SASA,QikProp_FOSA,QikProp_FISA,QikProp_PISA,QikProp_WPSA,QikProp_volume,QikProp_donorHB,QikProp_accptHB,QikProp_dip.2.V,QikProp_ACxDN..5.SA,QikProp_glob,QikProp_QPpolrz,QikProp_QPlogPC16,QikProp_QPlogPoct,QikProp_QPlogPw,QikProp_QPlogPo.w,QikProp_QPlogS,QikProp_QPlogHERG,QikProp_QPPCaco,QikProp_QPlogBB,QikProp_QPPMDCK,QikProp_QPlogKp,QikProp_IP.eV.,QikProp_EA.eV.,QikProp_.metabol,QikProp_QPlogKhsa,moeGao_Abra_L,moeGao_Abra_R,moeGao_Abra_acidity,moeGao_Abra_basicity,moeGao_Abra_pi,moe2D_BCUT_PEOE_0,moe2D_BCUT_PEOE_1,moe2D_BCUT_PEOE_2,moe2D_BCUT_PEOE_3,moe2D_BCUT_SLOGP_0,moe2D_BCUT_SLOGP_1,moe2D_BCUT_SLOGP_2,moe2D_BCUT_SLOGP_3,moe2D_BCUT_SMR_0,moe2D_BCUT_SMR_1,moe2D_BCUT_SMR_2,moe2D_BCUT_SMR_3,moe2D_GCUT_PEOE_0,moe2D_GCUT_PEOE_1,moe2D_GCUT_PEOE_2,moe2D_GCUT_PEOE_3,moe2D_GCUT_SLOGP_0,moe2D_GCUT_SLOGP_1,moe2D_GCUT_SLOGP_2,moe2D_GCUT_SLOGP_3,moe2D_GCUT_SMR_0,moe2D_GCUT_SMR_1,moe2D_GCUT_SMR_2,moe2D_GCUT_SMR_3,moe2D_Kier1,moe2D_Kier2,moe2D_Kier3,moe2D_KierA1,moe2D_KierA2,moe2D_KierA3,moe2D_KierFlex,moe2D_PEOE_PC.,moe2D_PEOE_PC..1,moe2D_PEOE_RPC.,moe2D_PEOE_RPC..1,moe2D_PEOE_VSA.0,moe2D_PEOE_VSA.1,moe2D_PEOE_VSA.2,moe2D_PEOE_VSA.3,moe2D_PEOE_VSA.4,moe2D_PEOE_VSA.5,moe2D_PEOE_VSA.6,moe2D_PEOE_VSA.0.1,moe2D_PEOE_VSA.1.1,moe2D_PEOE_VSA.2.1,moe2D_PEOE_VSA.3.1,moe2D_PEOE_VSA.4.1,moe2D_PEOE_VSA.5.1,moe2D_PEOE_VSA.6.1,moe2D_PEOE_VSA_FHYD,moe2D_PEOE_VSA_FNEG,moe2D_PEOE_VSA_FPNEG,moe2D_PEOE_VSA_FPOL,moe2D_PEOE_VSA_FPOS,moe2D_PEOE_VSA_FPPOS,moe2D_PEOE_VSA_HYD,moe2D_PEOE_VSA_NEG,moe2D_PEOE_VSA_PNEG,moe2D_PEOE_VSA_POL,moe2D_PEOE_VSA_POS,moe2D_PEOE_VSA_PPOS,moe2D_Q_PC.,moe2D_Q_PC..1,moe2D_Q_RPC.,moe2D_Q_RPC..1,moe2D_Q_VSA_FHYD,moe2D_Q_VSA_FNEG,moe2D_Q_VSA_FPNEG,moe2D_Q_VSA_FPOL,moe2D_Q_VSA_FPOS,moe2D_Q_VSA_FPPOS,moe2D_Q_VSA_HYD,moe2D_Q_VSA_NEG,moe2D_Q_VSA_PNEG,moe2D_Q_VSA_POL,moe2D_Q_VSA_POS,moe2D_Q_VSA_PPOS,moe2D_SMR,moe2D_SMR_VSA0,moe2D_SMR_VSA1,moe2D_SMR_VSA2,moe2D_SMR_VSA3,moe2D_SMR_VSA4,moe2D_SMR_VSA5,moe2D_SMR_VSA6,moe2D_SMR_VSA7,moe2D_SlogP,moe2D_SlogP_VSA0,moe2D_SlogP_VSA1,moe2D_SlogP_VSA2,moe2D_SlogP_VSA3,moe2D_SlogP_VSA4,moe2D_SlogP_VSA5,moe2D_SlogP_VSA6,moe2D_SlogP_VSA7,moe2D_SlogP_VSA8,moe2D_SlogP_VSA9,moe2D_TPSA,moe2D_VAdjEq,moe2D_VAdjMa,moe2D_VDistEq,moe2D_VDistMa,moe2D_Weight,moe2D_a_IC,moe2D_a_ICM,moe2D_a_acc,moe2D_a_aro,moe2D_a_count,moe2D_a_don,moe2D_a_heavy,moe2D_a_hyd,moe2D_a_nBr,moe2D_a_nC,moe2D_a_nCl,moe2D_a_nF,moe2D_a_nH,moe2D_a_nN,moe2D_a_nO,moe2D_a_nS,moe2D_apol,moe2D_b_1rotN,moe2D_b_1rotR,moe2D_b_ar,moe2D_b_count,moe2D_b_double,moe2D_b_heavy,moe2D_b_rotN,moe2D_b_rotR,moe2D_b_single,moe2D_b_triple,moe2D_balabanJ,moe2D_bpol,moe2D_chi0,moe2D_chi0_C,moe2D_chi0v,moe2D_chi0v_C,moe2D_chi1,moe2D_chi1_C,moe2D_chi1v,moe2D_chi1v_C,moeGao_chi2_C,moeGao_chi2v_C,moeGao_chi3c,moeGao_chi3c_C,moeGao_chi3cv,moeGao_chi3cv_C,moeGao_chi3p,moeGao_chi3p_C,moeGao_chi3pv,moeGao_chi3pv_C,moeGao_chi4c,moeGao_chi4c_C,moeGao_chi4ca,moeGao_chi4ca_C,moeGao_chi4cav,moeGao_chi4cav_C,moeGao_chi4cv,moeGao_chi4cv_C,moeGao_chi4pc,moeGao_chi4pc_C,moeGao_chi4pcv,moeGao_chi4pcv_C,moe2D_chiral,moe2D_density,moe2D_diameter,moe2D_kS_aaCH,moe2D_kS_aaN,moe2D_kS_aaNH,moe2D_kS_aaS,moe2D_kS_aaaC,moe2D_kS_aasC,moe2D_kS_aasN,moe2D_kS_dO,moe2D_kS_ddssS,moe2D_kS_dsCH,moe2D_kS_dssC,moe2D_kS_sBr,moe2D_kS_sCH3,moe2D_kS_sCl,moe2D_kS_sF,moe2D_kS_sNH2,moe2D_kS_sOH,moe2D_kS_ssCH2,moe2D_kS_ssNH,moe2D_kS_ssO,moe2D_kS_ssS,moe2D_kS_sssCH,moe2D_kS_sssN,moe2D_kS_ssssC,moe2D_kS_tNH,moe2D_kS_tsC,moe2D_lip_acc,moe2D_lip_don,moe2D_lip_violation,moe2D_logP.o.w.,moe2D_logS,moe2D_mr,moe2D_opr_brigid,moe2D_opr_nring,moe2D_opr_nrot,moe2D_opr_violation,moe2D_petitjean,moe2D_petitjeanSC,moe2D_radius,moe2D_reactive,moe2D_rings,moe2D_vdw_area,moe2D_vdw_vol,moe2D_vsa_acc,moe2D_vsa_don,moe2D_vsa_hyd,moe2D_vsa_other,moe2D_vsa_pol,moe2D_weinerPath,moe2D_weinerPol,moe2D_zagreb
11,0,0,0,2,1,-1,343.397,6.87,556.184,217.273,136.954,199.744,2.212,991.507,2.0,6.0,0.0475948,0.0152562,0.8645908,34.149,10.247,18.07,12.046,2.392,-4.102,-6.119,580.717,-0.718,365.64,-3.148,8.972,0.617,2,0.169,11.05,2.364,0.386,0.364,1.778,-2.465,-0.6304,0.6399,2.58,-2.572,-0.5253,0.7723,2.767,-2.216,-0.4675,0.8379,2.879,-0.78,-0.4213,0.04906,2.651,-1.348,-0.3436,0.1619,2.807,-0.5231,-0.1999,0.1849,2.945,17.42,6.958,3.618,14.62,5.795,2.996,3.531,1.697,-1.697,0.1661,0.1856,77.45,38.39,16.92,21.2,0.0,4.185,0.0,83.96,12.25,0.0,9.044,32.02,0.0,5.008,0.8628,0.4736,0.1232,0.1372,0.5264,0.01393,259.2,142.3,37.02,41.21,158.1,4.185,4.395,-4.395,0.3292,0.2225,0.6851,0.4675,0.1533,0.3149,0.5325,0.1616,205.8,140.5,46.07,94.61,160.0,48.54,9.105,48.17,22.0,1.551,16.86,37.66,180.1,22.98,6.641,3.157,53.29,48.17,6.641,22.98,6.371,1.551,0.0,129.9,56.61,10.49,78.62,0.4489,5.755,3.405,8.858,343.4,67.11,1.637,4,12,41,1,24,16,0,18,0,0,17,1,4,1,50.22,3,0.1111,12,44,1,27,3,0.1111,31,0,1.358,28.23,16.73,11.82,13.8,10.37,11.52,7.916,9.322,6.017,6.507,4.321,2.449,0.6055,0.8177,0.3434,9.163,5.629,4.702,3.29,0.2887,0.0,6.786,4.303,2.968,2.15,0.02946,0.0,4.588,1.805,1.678,0.9297,0,0.7961,12,4.622,0.0,0.0,0.0,0.0,-3.002,0.0,7.822,7.95,0.0,20.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.12,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,2.875,-4.888,9.167,21,4,3,0,0.5,1.0,6,0,4,300.4,431.4,37.02,20.14,199.4,27.02,0.0,1379,37,134
12,0,0,0,3,0,-1,376.9,6.659,637.381,279.274,138.777,154.435,64.894,1138.223,2.0,5.5,0.0389539,0.0122033,0.8271498,38.946,11.687,19.488,11.245,3.65,-5.752,-6.553,556.069,-0.928,348.537,-3.245,9.287,0.687,3,0.584,11.93,2.499,0.386,0.068,1.592,-2.477,-0.6257,0.6341,2.579,-2.572,-0.4794,0.774,2.766,-2.216,-0.4251,0.8352,2.879,-0.84,-0.3968,0.05042,2.673,-1.348,-0.2754,0.1645,2.83,-0.5231,-0.1835,0.1931,2.977,19.75,7.935,4.466,17.72,7.085,3.974,5.023,1.473,-1.473,0.1914,0.1895,109.7,34.38,0.0,0.0,0.0,4.185,0.0,130.4,41.84,0.0,9.044,32.02,0.0,0.0,0.8999,0.5899,0.08853,0.1001,0.4101,0.01157,325.4,213.3,32.02,36.2,148.3,4.185,4.685,-4.685,0.3088,0.2087,0.6823,0.4563,0.1135,0.3177,0.5437,0.2041,246.8,165.0,41.06,114.9,196.6,73.82,10.46,48.17,0.0,4.675,6.371,43.92,180.1,0.0,111.6,4.174,34.42,48.17,6.641,0.0,6.371,67.35,0.0,133.4,56.61,41.91,63.4,0.4243,5.755,3.486,8.975,376.9,77.13,1.677,2,12,46,1,25,19,0,19,1,0,21,2,2,1,56.33,4,0.1481,12,48,1,27,4,0.1481,35,0,1.573,31.17,18.19,13.11,15.86,11.66,11.77,7.916,10.02,6.017,6.507,4.321,2.821,0.6055,1.152,0.3434,8.965,5.629,5.062,3.29,0.2887,0.0,6.97,4.303,3.409,2.15,0.02946,0.0,5.134,1.805,2.183,0.9297,0,0.7816,13,2.872,0.0,0.0,0.0,0.0,-3.043,0.0,14.51,9.538,0.0,19.45,0.0,1.614,6.161,0.0,7.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,3.712,-5.594,10.3,17,3,4,0,0.4615,0.8571,7,0,3,361.6,482.2,32.02,20.14,273.0,16.81,0.0,1573,40,134
13,2,0,0,5,0,-2,397.799,4.714,593.484,0.0,136.424,257.176,199.884,1033.579,2.0,4.5,0.0215041,0.010723,0.8330125,34.455,10.679,17.886,10.376,3.917,-5.583,-7.411,588.08,-1.05,370.765,-2.648,9.677,1.296,0,0.361,8.091,1.447,0.386,-0.214,1.302,-2.329,-0.6611,0.6929,2.36,-2.572,-0.4757,0.8868,2.494,-1.977,-0.4649,0.8543,2.724,-0.7746,-0.4316,0.07011,2.52,-1.348,-0.2639,0.2241,2.699,-0.417,-0.1969,0.1931,2.831,20.73,8.163,4.716,17.13,6.691,3.843,4.407,1.629,-1.629,0.173,0.1454,51.85,42.91,9.021,18.04,0.0,4.185,0.0,82.36,41.84,0.0,9.044,67.74,0.0,0.0,0.78,0.6146,0.2072,0.22,0.3854,0.0128,255.1,201.0,67.74,71.93,126.0,4.185,4.384,-4.384,0.3301,0.2231,0.7908,0.6754,0.1256,0.2092,0.3246,0.08362,258.6,220.8,41.06,68.4,106.1,27.34,9.585,48.17,44.88,1.551,0.0,74.9,158.8,0.0,45.79,5.579,31.29,48.17,6.641,0.0,0.0,1.551,0.0,202.4,0.0,84.03,60.16,0.4121,5.807,3.373,9.122,397.8,72.88,1.97,2,18,37,1,26,22,0,18,1,3,11,1,2,1,48.47,3,0.1071,18,39,0,28,3,0.1071,21,0,1.692,21.87,19.06,11.56,14.58,9.696,12.16,8.066,9.167,5.714,6.519,3.915,3.059,0.6055,0.9947,0.311,9.656,5.537,4.307,2.804,0.2887,0.0,7.148,4.527,2.822,1.942,0.02946,0.0,5.816,1.77,1.767,0.7599,0,0.9092,12,1.294,0.0,0.0,0.0,19.46,0.0,0.0,-3.267,28.24,0.0,0.0,0.0,0.0,7.82,49.96,13.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,5.41,-8.083,9.608,18,3,3,0,0.5,1.0,6,0,3,327.0,437.5,32.02,20.14,252.2,10.11,0.0,1642,44,140
14,0,0,0,5,0,-2,377.38,4.201,600.404,84.25,136.41,251.231,128.513,1047.503,2.0,4.5,0.0168442,0.0105995,0.8307914,34.956,10.267,17.629,10.327,3.784,-5.374,-7.16,588.278,-1.057,370.903,-2.668,9.587,1.206,1,0.4,7.824,1.32,0.386,-0.238,1.188,-2.332,-0.6311,0.6411,2.361,-2.572,-0.4393,0.823,2.501,-1.999,-0.4546,0.8331,2.724,-0.7746,-0.418,0.04785,2.56,-1.348,-0.2639,0.206,2.732,-0.4787,-0.1967,0.1874,2.865,20.73,8.163,4.716,16.16,6.297,3.61,3.914,1.619,-1.619,0.1741,0.1462,64.65,38.39,9.021,18.04,0.0,4.185,0.0,103.3,12.25,0.0,9.044,67.74,0.0,0.0,0.7798,0.5889,0.2074,0.2202,0.4111,0.01281,254.7,192.4,67.74,71.93,134.3,4.185,4.35,-4.35,0.3326,0.2248,0.7906,0.5923,0.1257,0.2094,0.4077,0.08371,258.2,193.5,41.06,68.4,133.2,27.34,9.524,48.17,44.88,1.551,3.186,71.4,158.8,0.0,39.97,5.208,31.29,48.17,6.641,0.0,3.186,1.551,0.0,198.9,0.0,78.21,60.16,0.4121,5.807,3.373,9.122,377.4,72.11,1.803,2,18,40,1,26,22,0,19,0,3,14,1,2,1,50.05,3,0.1071,18,42,0,28,3,0.1071,24,0,1.692,24.73,19.06,12.56,14.45,10.7,12.16,8.643,9.101,6.214,7.26,4.454,3.059,0.8412,0.9754,0.4553,9.656,6.008,4.256,3.093,0.2887,0.0,7.148,4.996,2.79,2.181,0.02946,0.0,5.816,2.072,1.732,0.9154,0,0.8462,12,1.98,0.0,0.0,0.0,20.91,0.0,0.0,-3.23,28.31,0.0,0.0,0.0,7.852,0.0,50.37,4.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,5.116,-7.51,9.573,18,3,3,0,0.5,1.0,6,0,3,326.6,446.0,32.02,20.14,249.7,10.11,0.0,1642,44,140
15,0,0,0,3,0,-1,389.896,9.296,632.258,268.532,136.95,159.166,67.61,1139.576,2.0,5.25,0.0758346,0.011743,0.8345133,39.046,11.743,19.933,11.062,3.792,-5.751,-6.463,580.77,-0.888,365.677,-3.195,9.002,0.628,3,0.635,11.68,2.444,0.386,-0.223,1.443,-2.445,-0.6257,0.691,2.868,-2.572,-0.4818,0.8059,3.007,-2.192,-0.4276,0.8543,3.138,-0.7848,-0.3968,0.06668,2.764,-1.348,-0.2746,0.1645,2.917,-0.5048,-0.1847,0.1931,3.054,19.32,7.111,3.68,17.41,6.38,3.291,4.272,1.565,-1.565,0.1801,0.2214,111.0,55.63,0.0,0.0,0.0,4.185,0.0,92.66,41.84,0.0,9.044,32.02,0.0,2.504,0.8891,0.5104,0.09895,0.1109,0.4896,0.012,310.1,178.1,34.52,38.7,170.8,4.185,4.8,-4.8,0.3015,0.2038,0.6253,0.5301,0.1748,0.3747,0.4699,0.1999,218.1,184.9,60.97,130.7,163.9,69.74,10.39,48.17,11.0,1.551,11.61,41.16,199.0,0.0,81.17,4.507,42.29,48.17,6.641,0.0,6.371,36.93,0.0,133.4,75.47,44.39,69.39,0.4223,5.858,3.437,9.109,389.9,76.45,1.662,3,12,46,1,26,20,0,20,1,0,20,1,3,1,57.12,4,0.1379,12,49,1,29,4,0.1379,36,0,1.42,30.02,18.53,13.32,16.03,11.87,12.31,8.83,10.43,6.931,7.484,5.321,3.225,1.313,1.629,1.051,9.36,6.245,5.381,3.894,0.4137,0.125,7.199,4.876,3.592,2.628,0.1545,0.125,5.386,2.486,2.471,1.548,0,0.8031,13,2.562,0.0,0.0,0.0,0.0,-3.044,0.0,9.125,7.99,0.0,19.47,0.0,0.007817,0.0,0.0,0.0,0.0,4.35,0.0,5.937,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,4.016,-6.646,10.41,20,4,4,0,0.4615,0.8571,7,0,4,348.9,485.5,34.52,20.14,256.7,18.56,0.0,1674,42,148
16,1,0,0,1,0,0,392.435,9.08,664.317,274.202,75.586,193.438,121.091,1176.143,0.0,4.0,0.0701034,0.0,0.8111405,42.12,10.184,17.352,7.159,5.298,-7.235,-6.847,2499.741,-0.19,1833.42,-2.135,9.607,0.647,2,1.043,10.84,2.05,0.03,0.118,1.817,-2.448,-0.6261,0.6956,2.868,-2.435,-0.4835,0.8059,3.007,-2.192,-0.4131,0.8543,3.138,-0.8875,-0.386,0.07198,2.778,-0.8301,-0.2639,0.1927,2.926,-0.5049,-0.1838,0.1931,3.063,20.28,7.053,4.025,17.01,5.875,3.335,3.702,2.133,-2.133,0.1957,0.2217,58.63,36.33,12.8,20.72,0.0,4.185,9.046,92.66,24.51,6.513,35.73,0.0,0.0,32.02,0.8642,0.5746,0.09611,0.1358,0.4254,0.03971,287.9,191.4,32.02,45.25,141.7,13.23,4.596,-4.596,0.2619,0.1414,0.6455,0.5823,0.2556,0.3545,0.4177,0.09894,215.0,194.0,85.15,118.1,139.1,32.96,9.883,48.17,44.88,9.31,9.557,6.371,216.6,0.0,38.57,5.905,0.0,48.17,6.879,0.0,9.557,33.24,7.76,147.5,75.47,44.88,34.14,0.4102,5.907,3.501,9.209,392.4,74.38,1.617,2,12,46,0,27,24,0,21,0,3,19,0,2,1,55.8,3,0.1,12,49,1,30,4,0.1333,36,0,1.392,30.86,19.45,13.95,15.62,12.45,12.57,9.285,10.67,7.264,8.051,5.677,4.333,1.457,1.773,1.134,9.445,6.707,5.295,4.121,0.7024,0.125,7.116,5.217,3.427,2.765,0.1895,0.125,6.231,2.712,2.52,1.651,0,0.8201,13,1.406,0.0,0.0,0.0,0.0,-2.607,0.0,8.789,0.0,0.0,20.45,0.0,0.0,0.0,-5.367,0.0,0.0,3.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,5.138,-6.832,9.969,20,4,3,0,0.4615,0.8571,7,0,4,333.1,478.5,32.02,0.0,281.1,6.513,0.0,1898,43,156
17,0,0,0,3,0,-1,373.441,9.405,619.326,268.529,136.957,167.867,45.972,1109.695,2.0,5.25,0.0797167,0.0119882,0.8369801,37.933,10.818,19.503,11.054,3.542,-5.427,-6.42,580.674,-0.88,365.61,-3.164,9.168,0.662,3,0.552,10.87,2.191,0.386,-0.223,1.361,-2.445,-0.6257,0.685,2.868,-2.572,-0.491,0.8059,3.007,-2.192,-0.4386,0.8543,3.138,-0.7812,-0.4106,0.06394,2.765,-1.348,-0.2747,0.1645,2.914,-0.5048,-0.2003,0.1931,3.05,19.32,7.111,3.68,16.33,5.969,3.073,3.75,1.665,-1.665,0.1693,0.2072,111.0,42.65,8.459,9.021,0.0,4.185,0.0,92.66,12.25,0.0,9.044,43.93,0.0,2.504,0.8492,0.4778,0.1383,0.1508,0.5222,0.01247,285.1,160.4,46.43,50.61,175.3,4.185,4.813,-4.813,0.3007,0.2032,0.6106,0.4983,0.1816,0.3894,0.5017,0.2078,205.0,167.3,60.97,130.7,168.4,69.74,9.913,48.17,25.96,1.551,11.61,46.78,199.0,0.0,42.02,4.238,42.29,48.17,6.641,0.0,6.371,36.93,0.0,139.0,75.47,20.2,69.39,0.4223,5.858,3.437,9.109,373.4,76.45,1.662,3,12,46,1,26,20,0,20,0,1,20,1,3,1,55.5,4,0.1379,12,49,1,29,4,0.1379,36,0,1.42,30.8,18.53,13.32,15.27,11.87,12.31,8.83,10.05,6.931,7.484,5.321,3.225,1.313,1.52,1.051,9.36,6.245,5.085,3.894,0.4137,0.125,7.199,4.876,3.334,2.628,0.1545,0.125,5.386,2.486,2.264,1.548,0,0.79,13,1.906,0.0,0.0,0.0,0.0,-3.055,0.0,9.01,7.98,0.0,19.08,0.0,-0.02166,0.0,0.0,0.0,0.0,4.292,0.0,5.847,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,3.577,-6.207,9.981,20,4,4,0,0.4615,0.8571,7,0,4,335.7,472.7,34.52,20.14,243.5,18.56,0.0,1674,42,148
18,0,0,0,3,0,-1,434.347,8.696,636.457,268.534,136.953,158.415,72.555,1147.842,2.0,5.25,0.0658766,0.0116655,0.8330105,39.369,11.848,19.931,11.071,3.859,-5.847,-6.489,580.726,-0.892,365.647,-3.197,9.104,0.626,3,0.658,12.11,2.617,0.386,-0.234,1.522,-2.445,-0.6257,0.6933,2.868,-2.572,-0.4795,0.8059,3.007,-2.192,-0.4206,0.8543,3.138,-0.7858,-0.3968,0.06876,2.763,-1.348,-0.2746,0.1645,2.919,-0.5048,-0.1843,0.1931,3.057,19.32,7.111,3.68,18.11,6.647,3.433,4.63,1.537,-1.537,0.1834,0.2257,113.2,51.11,0.0,0.0,0.0,4.185,0.0,136.3,12.25,0.0,9.044,32.02,0.0,2.504,0.8927,0.5327,0.09572,0.1073,0.4673,0.0116,321.9,192.1,34.52,38.7,168.5,4.185,4.734,-4.734,0.3057,0.2066,0.6375,0.5518,0.1691,0.3625,0.4482,0.1934,229.9,199.0,60.97,130.7,161.6,69.74,10.69,48.17,11.0,1.551,11.61,40.72,199.0,0.0,87.98,4.663,42.29,48.17,6.641,0.0,6.371,36.93,0.0,132.9,75.47,51.2,69.39,0.4223,5.858,3.437,9.109,434.4,76.45,1.662,3,12,46,1,26,20,1,20,0,0,20,1,3,1,57.99,4,0.1379,12,49,1,29,4,0.1379,36,0,1.42,30.89,18.53,13.32,16.86,11.87,12.31,8.83,10.84,6.931,7.484,5.321,3.225,1.313,1.749,1.051,9.36,6.245,5.705,3.894,0.4137,0.125,7.199,4.876,3.875,2.628,0.1545,0.125,5.386,2.486,2.698,1.548,0,0.8712,13,2.02,0.0,0.0,0.0,0.0,-3.053,0.0,9.03,7.982,0.0,19.15,0.0,-0.01656,0.0,0.0,0.0,0.0,16.84,0.0,5.863,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,4.222,-7.002,10.66,20,4,4,0,0.4615,0.8571,7,0,4,360.6,498.6,34.52,20.14,268.4,18.56,0.0,1674,42,148
19,0,0,0,1,1,0,368.447,6.645,613.242,346.228,75.584,190.78,0.649,1109.526,0.0,5.5,0.0398031,0.0,0.8451977,39.429,10.377,16.311,8.585,3.686,-4.922,-6.011,2499.858,-0.13,1833.515,-2.144,8.877,0.429,2,0.442,12.31,2.558,0.03,0.854,2.343,-2.448,-0.6261,0.6384,2.868,-2.435,-0.4998,0.7562,3.007,-2.192,-0.4241,0.8133,3.138,-0.8875,-0.4349,0.04484,2.786,-0.9436,-0.3223,0.1568,2.936,-0.505,-0.1885,0.1686,3.073,18.06,6.519,3.234,15.38,5.514,2.723,3.261,2.157,-2.157,0.1176,0.2191,58.63,38.39,29.71,41.93,0.0,4.185,0.0,92.66,12.25,6.513,0.0,0.0,0.0,37.02,0.8717,0.462,0.1152,0.1283,0.538,0.01302,280.1,148.5,37.02,41.21,172.8,4.185,4.007,-4.007,0.3004,0.1622,0.6902,0.4632,0.1694,0.3098,0.5368,0.1404,221.8,148.8,54.43,99.54,172.5,45.12,9.983,48.17,22.0,1.551,16.86,6.371,199.0,22.98,38.57,4.304,22.0,48.17,6.879,22.98,6.371,33.24,0.0,129.9,75.47,10.49,52.6,0.4323,5.907,3.401,9.11,368.5,67.41,1.465,4,12,46,0,26,19,0,21,0,0,20,0,4,1,56.4,3,0.1,12,50,1,30,3,0.1,37,0,1.269,32.17,17.94,14.03,15.43,12.58,12.44,8.83,10.75,6.931,7.484,5.321,3.156,1.313,1.674,1.051,9.779,6.245,5.455,3.894,0.4137,0.125,7.359,4.876,3.533,2.628,0.176,0.125,5.269,2.486,2.462,1.548,0,0.7732,12,5.056,0.0,0.0,0.0,0.0,-2.502,0.0,0.0,0.0,0.0,21.31,0.0,0.0,0.0,0.0,0.0,0.0,4.055,0.0,13.29,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,3.908,-5.73,9.979,24,5,3,1,0.5,1.0,6,0,5,321.3,476.5,37.02,0.0,246.6,23.43,0.0,1650,41,154
20,1,0,0,2,0,-1,415.817,5.346,619.744,79.2,144.291,217.768,178.486,1092.884,2.0,6.0,0.0261465,0.0136916,0.8279464,38.379,10.869,20.1,12.357,3.526,-5.985,-7.226,487.729,-0.897,301.54,-3.22,9.41,1.589,1,0.421,8.365,1.461,0.386,-0.231,1.189,-2.327,-0.6224,0.6851,2.39,-2.572,-0.4396,0.8059,2.468,-1.985,-0.4117,0.8543,2.722,-0.8226,-0.3968,0.05994,2.541,-1.348,-0.3034,0.2466,2.657,-0.4786,-0.1523,0.2179,2.83,21.7,8.025,4.951,18.18,6.673,4.095,4.492,2.03,-2.03,0.2146,0.1472,94.82,34.12,11.19,6.7,0.0,4.185,9.046,57.72,54.09,0.0,44.77,37.7,0.0,0.0,0.8563,0.5483,0.1064,0.1437,0.4517,0.03734,303.4,194.3,37.7,50.93,160.1,13.23,5.567,-5.567,0.2599,0.1757,0.6173,0.6425,0.28,0.3827,0.3575,0.1027,218.7,227.7,99.21,135.6,126.7,36.39,9.558,48.17,63.56,9.31,5.942,43.06,140.7,0.0,79.12,4.505,31.29,66.86,6.641,0.0,5.942,1.551,7.76,152.5,0.0,117.4,77.98,0.4006,5.858,3.389,9.236,415.8,83.77,2.094,3,17,40,1,27,18,0,17,1,3,13,3,2,1,50.24,3,0.1034,17,42,0,29,4,0.1379,25,0,1.711,27.36,19.98,11.2,15.4,9.619,12.46,6.707,9.454,4.848,4.722,2.905,4.098,0.4024,1.135,0.2277,9.734,2.984,4.509,1.52,0.5774,0.0,6.901,1.88,2.64,0.8062,0.04296,0.0,6.563,0.5474,2.035,0.2564,0,0.9194,12,4.711,0.0,0.0,0.0,18.08,0.58,0.0,48.51,14.06,0.0,0.0,0.0,-5.683,7.816,-3.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.27,0.0,0.0,5,1,0,3.928,-6.723,9.787,17,3,3,0,0.5,1.0,6,0,3,354.3,452.3,37.7,20.14,247.8,34.7,0.0,1817,44,148
